transaction_id,account_id,transaction_date,amount,counterparty_country,risk_reason
TXN002785,ACCT00003,2025-10-28 00:00:00,367.04,Myanmar,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002958,ACCT00040,2025-11-15 00:00:00,21633.91,Myanmar,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003017,ACCT00033,2025-11-21 00:00:00,291.32,Myanmar,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003079,ACCT00029,2025-11-26 00:00:00,41578.35,Myanmar,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003288,ACCT00039,2025-12-19 00:00:00,8324.29,Myanmar,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000014,ACCT00016,2025-01-03 00:00:00,20000.0,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000051,ACCT00041,2025-01-06 00:00:00,78280.32,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000059,ACCT00008,2025-01-07 00:00:00,880.04,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000402,ACCT00025,2025-02-12 00:00:00,437.84,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000404,ACCT00024,2025-02-12 00:00:00,294.03,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000456,ACCT00011,2025-02-17 00:00:00,20000.0,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000549,ACCT00029,2025-02-27 00:00:00,53836.15,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000649,ACCT00038,2025-03-11 00:00:00,31951.83,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000746,ACCT00038,2025-03-20 03:00:00,9380.64,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000798,ACCT00015,2025-03-26 00:00:00,46920.16,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000801,ACCT00038,2025-03-26 00:00:00,10000.0,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000981,ACCT00020,2025-04-14 18:00:00,9123.26,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001272,ACCT00004,2025-05-14 00:00:00,1903.77,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001280,ACCT00031,2025-05-15 00:00:00,1614.08,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001297,ACCT00032,2025-05-18 00:00:00,172.52,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001340,ACCT00003,2025-05-23 00:00:00,727.34,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001503,ACCT00012,2025-06-12 00:00:00,1941.07,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001506,ACCT00003,2025-06-12 00:00:00,1083.6,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001690,ACCT00027,2025-07-03 00:00:00,1180.82,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001932,ACCT00001,2025-07-30 00:00:00,7500.0,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001952,ACCT00007,2025-07-31 00:00:00,507.82,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001974,ACCT00038,2025-08-02 00:00:00,3125.99,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002067,ACCT00020,2025-08-11 00:00:00,75045.67,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002191,ACCT00003,2025-08-24 00:00:00,788.18,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002213,ACCT00004,2025-08-27 00:00:00,136.97,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002288,ACCT00005,2025-09-04 01:00:00,9194.86,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002342,ACCT00012,2025-09-09 00:00:00,512.48,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002355,ACCT00012,2025-09-10 00:00:00,528.54,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002393,ACCT00036,2025-09-14 00:00:00,81793.6,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002413,ACCT00005,2025-09-16 00:00:00,91713.88,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002561,ACCT00001,2025-10-02 00:00:00,622.61,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002673,ACCT00021,2025-10-17 00:00:00,328.83,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002778,ACCT00032,2025-10-28 00:00:00,55.44,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003016,ACCT00041,2025-11-21 00:00:00,31849.63,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003032,ACCT00030,2025-11-22 00:00:00,1924.09,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003099,ACCT00032,2025-11-28 00:00:00,123.74,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003176,ACCT00018,2025-12-06 00:00:00,18773.12,Afghanistan,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000362,ACCT00030,2025-02-07 00:00:00,1928.64,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000415,ACCT00014,2025-02-13 00:00:00,8719.87,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000557,ACCT00042,2025-02-28 00:00:00,562.78,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000569,ACCT00001,2025-03-02 00:00:00,697.43,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000691,ACCT00032,2025-03-15 00:00:00,1888.51,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000781,ACCT00019,2025-03-24 00:00:00,20000.0,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000796,ACCT00039,2025-03-26 00:00:00,407.71,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000803,ACCT00016,2025-03-27 00:00:00,204.89,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001102,ACCT00020,2025-04-27 00:00:00,57564.49,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001192,ACCT00014,2025-05-05 00:00:00,649.29,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001357,ACCT00033,2025-05-25 00:00:00,297.44,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001520,ACCT00028,2025-06-14 00:00:00,796.2,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001621,ACCT00036,2025-06-26 00:00:00,52130.05,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001825,ACCT00030,2025-07-18 00:00:00,445.69,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001826,ACCT00016,2025-07-18 00:00:00,2666.66,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001869,ACCT00033,2025-07-23 00:00:00,492.57,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001928,ACCT00001,2025-07-29 00:00:00,15000.0,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002066,ACCT00027,2025-08-11 00:00:00,299.33,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002078,ACCT00030,2025-08-12 00:00:00,749.65,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002248,ACCT00031,2025-08-31 18:00:00,9376.31,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002256,ACCT00031,2025-09-01 08:00:00,9698.86,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002268,ACCT00031,2025-09-02 16:00:00,9535.84,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002299,ACCT00010,2025-09-05 03:00:00,9288.05,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002478,ACCT00024,2025-09-23 00:00:00,115.23,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002636,ACCT00009,2025-10-12 00:00:00,7500.0,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002693,ACCT00042,2025-10-19 00:00:00,31760.88,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003118,ACCT00032,2025-11-30 00:00:00,92226.41,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003129,ACCT00023,2025-12-02 00:00:00,259.72,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003224,ACCT00038,2025-12-13 00:00:00,289.35,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003241,ACCT00005,2025-12-15 00:00:00,1514.9,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003273,ACCT00011,2025-12-17 00:00:00,4388.87,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003278,ACCT00027,2025-12-18 00:00:00,115.17,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003279,ACCT00148,2025-12-18 00:00:00,12634.94,Yemen,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000055,ACCT00028,2025-01-07 00:00:00,1221.17,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000185,ACCT00002,2025-01-20 00:00:00,10000.0,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000213,ACCT00011,2025-01-22 00:00:00,15000.0,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000391,ACCT00031,2025-02-11 00:00:00,613.75,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000414,ACCT00027,2025-02-13 00:00:00,144.89,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000419,ACCT00002,2025-02-14 00:00:00,22202.94,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000509,ACCT00031,2025-02-23 00:00:00,627.72,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000528,ACCT00012,2025-02-24 00:00:00,2368.77,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000632,ACCT00012,2025-03-09 00:00:00,371.37,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000678,ACCT00001,2025-03-14 00:00:00,862.4,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000849,ACCT00037,2025-04-02 00:00:00,15000.0,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000877,ACCT00016,2025-04-04 00:00:00,83.23,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000886,ACCT00009,2025-04-05 00:00:00,13305.14,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000895,ACCT00005,2025-04-06 00:00:00,27354.63,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000927,ACCT00031,2025-04-09 00:00:00,2387.32,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000988,ACCT00020,2025-04-15 00:00:00,9271.28,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001218,ACCT00011,2025-05-07 00:00:00,1123.22,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001300,ACCT00018,2025-05-18 00:00:00,33078.58,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
